Axial Position x, Normalized Nozzle Radius r
-1.26,1.838277
-1.25,1.827554
-1.24,1.816830
-1.23,1.806106
-1.22,1.795383
-1.21,1.784659
-1.20,1.773935
-1.19,1.763212
-1.18,1.752488
-1.17,1.741764
-1.16,1.731041
-1.15,1.720317
-1.14,1.709593
-1.13,1.698870
-1.12,1.688146
-1.11,1.677422
-1.10,1.666698
-1.09,1.655975
-1.08,1.645251
-1.07,1.634527
-1.06,1.623804
-1.05,1.613080
-1.04,1.602356
-1.03,1.591633
-1.02,1.580909
-1.01,1.570185
-1.00,1.559462
-0.99,1.548738
-0.98,1.538014
-0.97,1.527291
-0.96,1.516567
-0.95,1.505843
-0.94,1.495119
-0.93,1.484396
-0.92,1.473672
-0.91,1.462948
-0.90,1.452225
-0.89,1.441501
-0.88,1.430777
-0.87,1.420054
-0.86,1.409330
-0.85,1.398606
-0.84,1.387883
-0.83,1.377159
-0.82,1.366435
-0.81,1.355712
-0.80,1.345017
-0.79,1.334559
-0.78,1.324371
-0.77,1.314443
-0.76,1.304764
-0.75,1.295326
-0.74,1.286120
-0.73,1.277139
-0.72,1.268375
-0.71,1.259821
-0.70,1.251472
-0.69,1.243320
-0.68,1.235361
-0.67,1.227590
-0.66,1.220000
-0.65,1.212588
-0.64,1.205349
-0.63,1.198279
-0.62,1.191375
-0.61,1.184631
-0.60,1.178046
-0.59,1.171614
-0.58,1.165334
-0.57,1.159202
-0.56,1.153216
-0.55,1.147372
-0.54,1.141668
-0.53,1.136102
-0.52,1.130670
-0.51,1.125372
-0.50,1.120204
-0.49,1.115165
-0.48,1.110253
-0.47,1.105465
-0.46,1.100800
-0.45,1.096257
-0.44,1.091833
-0.43,1.087528
-0.42,1.083339
-0.41,1.079265
-0.40,1.075305
-0.39,1.071457
-0.38,1.067721
-0.37,1.064095
-0.36,1.060577
-0.35,1.057167
-0.34,1.053864
-0.33,1.050667
-0.32,1.047574
-0.31,1.044585
-0.30,1.041699
-0.29,1.038916
-0.28,1.036233
-0.27,1.033651
-0.26,1.031169
-0.25,1.028786
-0.24,1.026501
-0.23,1.024314
-0.22,1.022225
-0.21,1.020232
-0.20,1.018335
-0.19,1.016533
-0.18,1.014827
-0.17,1.013216
-0.16,1.011699
-0.15,1.010275
-0.14,1.008945
-0.13,1.007709
-0.12,1.006565
-0.11,1.005514
-0.10,1.004555
-0.09,1.003688
-0.08,1.002913
-0.07,1.002230
-0.06,1.001638
-0.05,1.001137
-0.04,1.000728
-0.03,1.000409
-0.02,1.000182
-0.01,1.000045
0.00,1.000000
0.01,1.000028
0.02,1.000111
0.03,1.000250
0.04,1.000444
0.05,1.000695
0.06,1.001000
0.07,1.001362
0.08,1.001779
0.09,1.002251
0.10,1.002780
0.11,1.003364
0.12,1.004004
0.13,1.004701
0.14,1.005453
0.15,1.006261
0.16,1.007125
0.17,1.008046
0.18,1.009023
0.19,1.010056
0.20,1.011146
0.21,1.012292
0.22,1.013495
0.23,1.014755
0.24,1.016072
0.25,1.017446
0.26,1.018877
0.27,1.020365
0.28,1.021911
0.29,1.023515
0.30,1.025176
0.31,1.026895
0.32,1.028673
0.33,1.030509
0.34,1.032403
0.35,1.034356
0.36,1.036367
0.37,1.038438
0.38,1.040568
0.39,1.042758
0.40,1.045007
0.41,1.047316
0.42,1.049686
0.43,1.052116
0.44,1.054606
0.45,1.057157
0.46,1.059770
0.47,1.062444
0.48,1.065180
0.49,1.067978
0.50,1.070838
0.51,1.073761
0.52,1.076747
0.53,1.079797
0.54,1.082909
0.55,1.086086
0.56,1.089328
0.57,1.092634
0.58,1.096005
0.59,1.099441
0.60,1.102944
0.61,1.106512
0.62,1.110148
0.63,1.113851
0.64,1.117621
0.65,1.121459
0.66,1.125366
0.67,1.129341
0.68,1.133387
0.69,1.137502
0.70,1.141688
0.71,1.145944
0.72,1.150273
0.73,1.154673
0.74,1.159147
0.75,1.163693
0.76,1.168314
0.77,1.173009
0.78,1.177779
0.79,1.182626
0.80,1.187548
0.81,1.192549
0.82,1.197627
0.83,1.202784
0.84,1.208020
0.85,1.213337
0.86,1.218735
0.87,1.224214
0.88,1.229777
0.89,1.235376
0.90,1.240975
0.91,1.246572
0.92,1.252168
0.93,1.257763
0.94,1.263356
0.95,1.268949
0.96,1.274540
0.97,1.280131
0.98,1.285720
0.99,1.291308
1.00,1.296895
1.01,1.302480
1.02,1.308065
1.03,1.313648
1.04,1.319230
1.05,1.324811
1.06,1.330391
1.07,1.335970
1.08,1.341547
1.09,1.347124
1.10,1.352699
1.11,1.358273
1.12,1.363845
1.13,1.369417
1.14,1.374987
1.15,1.380556
1.16,1.386124
1.17,1.391691
1.18,1.397256
1.19,1.402820
1.20,1.408383
1.21,1.413945
1.22,1.419506
1.23,1.425065
1.24,1.430623
1.25,1.436180
1.26,1.441735
1.27,1.447290
1.28,1.452843
1.29,1.458395
1.30,1.463945
1.31,1.469494
1.32,1.475042
1.33,1.480589
1.34,1.486135
1.35,1.491679
1.36,1.497222
1.37,1.502764
1.38,1.508304
1.39,1.513843
1.40,1.519381
1.41,1.524917
1.42,1.530452
1.43,1.535986
1.44,1.541519
1.45,1.547050
1.46,1.552580
1.47,1.558109
1.48,1.563636
1.49,1.569162
1.50,1.574687
1.51,1.580210
1.52,1.585732
1.53,1.591253
1.54,1.596772
1.55,1.602290
1.56,1.607807
1.57,1.613322
1.58,1.618836
1.59,1.624349
1.60,1.629860
1.61,1.635370
1.62,1.640879
1.63,1.646386
1.64,1.651892
1.65,1.657396
1.66,1.662899
1.67,1.668401
1.68,1.673901
1.69,1.679400
1.70,1.684897
1.71,1.690394
1.72,1.695888
1.73,1.701382
1.74,1.706873
1.75,1.712364
1.76,1.717853
1.77,1.723341
1.78,1.728827
1.79,1.734312
1.80,1.739795
1.81,1.745277
1.82,1.750758
1.83,1.756237
1.84,1.761714
1.85,1.767190
1.86,1.772665
1.87,1.778139
1.88,1.783610
1.89,1.789081
1.90,1.794550
1.91,1.800017
1.92,1.805483
1.93,1.810948
1.94,1.816411
1.95,1.821872
1.96,1.827332
1.97,1.832791
1.98,1.838248
1.99,1.843704
2.00,1.849158
2.01,1.854611
2.02,1.860062
2.03,1.865512
2.04,1.870960
2.05,1.876406
2.06,1.881851
2.07,1.887295
2.08,1.892737
2.09,1.898178
2.10,1.903617
2.11,1.909054
2.12,1.914490
2.13,1.919925
2.14,1.925358
2.15,1.930789
2.16,1.936219
2.17,1.941647
2.18,1.947074
2.19,1.952499
2.20,1.957922
2.21,1.963344
2.22,1.968765
2.23,1.974184
2.24,1.979601
2.25,1.985017
2.26,1.990431
2.27,1.995844
2.28,2.001255
2.29,2.006664
2.30,2.012072
2.31,2.017478
2.32,2.022883
2.33,2.028286
2.34,2.033687
2.35,2.039087
2.36,2.044485
2.37,2.049881
2.38,2.055276
2.39,2.060670
2.40,2.066061
2.41,2.071451
2.42,2.076840
2.43,2.082227
2.44,2.087612
2.45,2.092995
2.46,2.098377
2.47,2.103757
2.48,2.109136
2.49,2.114513
2.50,2.119888
2.51,2.125261
2.52,2.130633
2.53,2.136004
2.54,2.141372
2.55,2.146739
2.56,2.152104
2.57,2.157468
2.58,2.162829
2.59,2.168190
2.60,2.173548
2.61,2.178905
2.62,2.184260
2.63,2.189613
2.64,2.194965
2.65,2.200315
2.66,2.205663
2.67,2.211009
2.68,2.216354
2.69,2.221697
2.70,2.227038
2.71,2.232378
2.72,2.237716
2.73,2.243052
2.74,2.248386
2.75,2.253719
2.76,2.259049
2.77,2.264379
2.78,2.269706
2.79,2.275031
2.80,2.280355
2.81,2.285677
2.82,2.290998
2.83,2.296316
2.84,2.301633
2.85,2.306948
2.86,2.312261
2.87,2.317572
2.88,2.322882
2.89,2.328190
2.90,2.333496
2.91,2.338800
2.92,2.344102
2.93,2.349403
2.94,2.354702
2.95,2.359999
2.96,2.365294
2.97,2.370587
2.98,2.375879
2.99,2.381169
3.00,2.386456
3.01,2.391743
3.02,2.397027
3.03,2.402309
3.04,2.407590
3.05,2.412868
3.06,2.418145
3.07,2.423420
3.08,2.428693
3.09,2.433965
3.10,2.439234
3.11,2.444501
3.12,2.449767
3.13,2.455031
3.14,2.460293
3.15,2.465553
3.16,2.470811
3.17,2.476067
3.18,2.481322
3.19,2.486574
3.20,2.491825
3.21,2.497073
3.22,2.502320
3.23,2.507565
3.24,2.512808
3.25,2.518049
3.26,2.523288
3.27,2.528525
3.28,2.533761
3.29,2.538994
3.30,2.544226
3.31,2.549455
3.32,2.554683
3.33,2.559908
3.34,2.565132
3.35,2.570354
3.36,2.575573
3.37,2.580791
3.38,2.586007
3.39,2.591221
3.40,2.596433
3.41,2.601643
3.42,2.606851
3.43,2.612057
3.44,2.617261
3.45,2.622463
3.46,2.627663
3.47,2.632861
3.48,2.638058
3.49,2.643252
3.50,2.648444
3.51,2.653634
3.52,2.658822
3.53,2.664008
3.54,2.669192
3.55,2.674374
3.56,2.679555
3.57,2.684733
3.58,2.689909
3.59,2.695083
3.60,2.700255
3.61,2.705425
3.62,2.710592
3.63,2.715758
3.64,2.720922
3.65,2.726084
3.66,2.731244
3.67,2.736401
3.68,2.741557
3.69,2.746711
3.70,2.751862
3.71,2.757011
3.72,2.762159
3.73,2.767304
3.74,2.772447
3.75,2.777588
3.76,2.782727
3.77,2.787864
3.78,2.792999
3.79,2.798132
3.80,2.803263
3.81,2.808391
3.82,2.813518
3.83,2.818642
3.84,2.823764
3.85,2.828884
3.86,2.834002
3.87,2.839118
3.88,2.844232
3.89,2.849344
3.90,2.854453
3.91,2.859560
3.92,2.864666
3.93,2.869769
3.94,2.874870
3.95,2.879968
3.96,2.885065
3.97,2.890160
3.98,2.895252
3.99,2.900342
4.00,2.905430
4.01,2.910516
4.02,2.915600
4.03,2.920681
4.04,2.925760
4.05,2.930837
4.06,2.935912
4.07,2.940985
4.08,2.946056
4.09,2.951124
4.10,2.956190
4.11,2.961254
4.12,2.966316
4.13,2.971375
4.14,2.976433
4.15,2.981488
4.16,2.986541
4.17,2.991591
4.18,2.996640
4.19,3.001686
4.20,3.006730
4.21,3.011772
4.22,3.016811
4.23,3.021849
4.24,3.026884
4.25,3.031916
4.26,3.036947
4.27,3.041975
4.28,3.047001
4.29,3.052025
4.30,3.057046
4.31,3.062066
4.32,3.067083
4.33,3.072097
4.34,3.077110
4.35,3.082120
4.36,3.087127
4.37,3.092133
4.38,3.097136
4.39,3.102137
4.40,3.107136
4.41,3.112132
4.42,3.117126
4.43,3.122118
4.44,3.127107
4.45,3.132094
4.46,3.137079
4.47,3.142062
4.48,3.147042
4.49,3.152019
4.50,3.156995
4.51,3.161968
4.52,3.166939
4.53,3.171907
4.54,3.176873
4.55,3.181837
4.56,3.186798
4.57,3.191758
4.58,3.196714
4.59,3.201668
4.60,3.206620
4.61,3.211570
4.62,3.216517
4.63,3.221462
4.64,3.226404
4.65,3.231344
4.66,3.236282
4.67,3.241217
4.68,3.246150
4.69,3.251081
4.70,3.256009
4.71,3.260935
4.72,3.265858
4.73,3.270779
4.74,3.275697
4.75,3.280613
4.76,3.285527
4.77,3.290438
4.78,3.295347
4.79,3.300253
4.80,3.305157
4.81,3.310058
4.82,3.314957
4.83,3.319854
4.84,3.324748
4.85,3.329640
4.86,3.334529
4.87,3.339416
4.88,3.344300
4.89,3.349182
4.90,3.354061
4.91,3.358938
4.92,3.363813
4.93,3.368685
4.94,3.373554
4.95,3.378421
4.96,3.383286
4.97,3.388148
4.98,3.393007
4.99,3.397864
5.00,3.402719
5.01,3.407571
5.02,3.412420
5.03,3.417267
5.04,3.422112
5.05,3.426954
5.06,3.431793
5.07,3.436630
5.08,3.441464
5.09,3.446296
5.10,3.451125
5.11,3.455952
5.12,3.460776
5.13,3.465598
5.14,3.470417
5.15,3.475234
5.16,3.480048
5.17,3.484859
5.18,3.489668
5.19,3.494475
5.20,3.499278
5.21,3.504080
5.22,3.508878
5.23,3.513674
5.24,3.518468
5.25,3.523259
5.26,3.528047
5.27,3.532833
5.28,3.537616
5.29,3.542396
5.30,3.547174
5.31,3.551950
5.32,3.556722
5.33,3.561492
5.34,3.566260
5.35,3.571025
5.36,3.575787
5.37,3.580547
5.38,3.585304
5.39,3.590058
5.40,3.594810
5.41,3.599559
5.42,3.604305
5.43,3.609049
5.44,3.613790
5.45,3.618529
5.46,3.623264
5.47,3.627998
5.48,3.632728
5.49,3.637456
5.50,3.642181
5.51,3.646904
5.52,3.651623
5.53,3.656341
5.54,3.661055
5.55,3.665767
5.56,3.670476
5.57,3.675182
5.58,3.679886
5.59,3.684587
5.60,3.689285
5.61,3.693981
5.62,3.698674
5.63,3.703364
5.64,3.708051
5.65,3.712736
5.66,3.717418
5.67,3.722097
5.68,3.726774
5.69,3.731448
5.70,3.736119
5.71,3.740787
5.72,3.745453
5.73,3.750116
5.74,3.754776
5.75,3.759433
5.76,3.764088
5.77,3.768740
5.78,3.773389
5.79,3.778035
5.80,3.782678
5.81,3.787319
5.82,3.791957
5.83,3.796592
5.84,3.801225
5.85,3.805854
5.86,3.810481
5.87,3.815105
5.88,3.819727
5.89,3.824345
5.90,3.828961
5.91,3.833574
5.92,3.838184
5.93,3.842791
5.94,3.847395
5.95,3.851997
5.96,3.856596
5.97,3.861191
5.98,3.865785
5.99,3.870375
6.00,3.874962
6.01,3.879547
6.02,3.884129
6.03,3.888708
6.04,3.893284
6.05,3.897857
6.06,3.902427
6.07,3.906995
6.08,3.911559
6.09,3.916121
6.10,3.920680
6.11,3.925236
6.12,3.929789
6.13,3.934339
6.14,3.938887
6.15,3.943431
6.16,3.947973
6.17,3.952511
6.18,3.957047
6.19,3.961580
6.20,3.966110
6.21,3.970637
6.22,3.975161
6.23,3.979682
6.24,3.984201
6.25,3.988716
6.26,3.993229
6.27,3.997738
6.28,4.002245
6.29,4.006749
6.30,4.011249
6.31,4.015747
6.32,4.020242
6.33,4.024734
6.34,4.029223
6.35,4.033709
6.36,4.038192
6.37,4.042672
6.38,4.047149
6.39,4.051623
6.40,4.056095
6.41,4.060563
6.42,4.065028
6.43,4.069490
6.44,4.073950
6.45,4.078406
6.46,4.082859
6.47,4.087309
6.48,4.091757
6.49,4.096201
6.50,4.100642
6.51,4.105081
6.52,4.109516
6.53,4.113948
6.54,4.118377
6.55,4.122804
6.56,4.127227
6.57,4.131647
6.58,4.136064
6.59,4.140478
6.60,4.144889
6.61,4.149297
6.62,4.153702
6.63,4.158104
6.64,4.162503
6.65,4.166899
6.66,4.171292
6.67,4.175681
6.68,4.180068
6.69,4.184451
6.70,4.188832
6.71,4.193209
6.72,4.197584
6.73,4.201955
6.74,4.206323
6.75,4.210688
6.76,4.215050
6.77,4.219409
6.78,4.223765
6.79,4.228117
6.80,4.232467
6.81,4.236813
6.82,4.241157
6.83,4.245497
6.84,4.249834
6.85,4.254168
6.86,4.258499
6.87,4.262827
6.88,4.267151
6.89,4.271473
6.90,4.275791
6.91,4.280106
6.92,4.284418
6.93,4.288727
6.94,4.293033
6.95,4.297336
6.96,4.301635
6.97,4.305931
6.98,4.310224
6.99,4.314514
7.00,4.318801
7.01,4.323085
7.02,4.327365
7.03,4.331642
7.04,4.335916
7.05,4.340187
7.06,4.344455
7.07,4.348719
7.08,4.352980
7.09,4.357238
7.10,4.361493
7.11,4.365745
7.12,4.369993
7.13,4.374239
7.14,4.378480
7.15,4.382719
7.16,4.386955
7.17,4.391187
7.18,4.395416
7.19,4.399642
7.20,4.403865
7.21,4.408084
7.22,4.412300
7.23,4.416513
7.24,4.420722
7.25,4.424929
7.26,4.429132
7.27,4.433332
7.28,4.437528
7.29,4.441721
7.30,4.445911
7.31,4.450098
7.32,4.454282
7.33,4.458462
7.34,4.462639
7.35,4.466812
7.36,4.470982
7.37,4.475149
7.38,4.479313
7.39,4.483473
7.40,4.487631
7.41,4.491784
7.42,4.495935
7.43,4.500082
7.44,4.504226
7.45,4.508366
7.46,4.512503
7.47,4.516637
7.48,4.520768
7.49,4.524895
7.50,4.529019
7.51,4.533139
7.52,4.537256
7.53,4.541370
7.54,4.545480
7.55,4.549587
7.56,4.553691
7.57,4.557791
7.58,4.561888
7.59,4.565982
7.60,4.570072
7.61,4.574159
7.62,4.578242
7.63,4.582323
7.64,4.586399
7.65,4.590472
7.66,4.594542
7.67,4.598609
7.68,4.602672
7.69,4.606732
7.70,4.610788
7.71,4.614841
7.72,4.618890
7.73,4.622936
7.74,4.626979
7.75,4.631018
7.76,4.635054
7.77,4.639086
7.78,4.643115
7.79,4.647141
7.80,4.651163
7.81,4.655181
7.82,4.659196
7.83,4.663208
7.84,4.667216
7.85,4.671221
7.86,4.675222
7.87,4.679220
7.88,4.683214
7.89,4.687205
7.90,4.691193
7.91,4.695177
7.92,4.699157
7.93,4.703134
7.94,4.707107
7.95,4.711077
7.96,4.715044
7.97,4.719007
7.98,4.722966
7.99,4.726922
8.00,4.730875
8.01,4.734824
8.02,4.738769
8.03,4.742711
8.04,4.746650
8.05,4.750584
8.06,4.754516
8.07,4.758444
8.08,4.762368
8.09,4.766289
8.10,4.770206
8.11,4.774119
8.12,4.778030
8.13,4.781936
8.14,4.785839
8.15,4.789739
8.16,4.793634
8.17,4.797527
8.18,4.801415
8.19,4.805301
8.20,4.809182
8.21,4.813060
8.22,4.816935
8.23,4.820805
8.24,4.824673
8.25,4.828536
8.26,4.832396
8.27,4.836253
8.28,4.840106
8.29,4.843955
8.30,4.847801
8.31,4.851643
8.32,4.855481
8.33,4.859316
8.34,4.863147
8.35,4.866974
8.36,4.870798
8.37,4.874619
8.38,4.878435
8.39,4.882248
8.40,4.886058
8.41,4.889863
8.42,4.893665
8.43,4.897464
8.44,4.901258
8.45,4.905050
8.46,4.908837
8.47,4.912621
8.48,4.916401
8.49,4.920177
8.50,4.923950
8.51,4.927719
8.52,4.931484
8.53,4.935246
8.54,4.939004
8.55,4.942758
8.56,4.946509
8.57,4.950256
8.58,4.953999
8.59,4.957738
8.60,4.961474
8.61,4.965206
8.62,4.968935
8.63,4.972659
8.64,4.976380
8.65,4.980097
8.66,4.983811
8.67,4.987520
8.68,4.991226
8.69,4.994929
8.70,4.998627
8.71,5.002322
8.72,5.006013
8.73,5.009700
8.74,5.013384
8.75,5.017063
8.76,5.020739
8.77,5.024411
8.78,5.028080
8.79,5.031744
8.80,5.035405
8.81,5.039062
8.82,5.042716
8.83,5.046365
8.84,5.050011
8.85,5.053653
8.86,5.057291
8.87,5.060925
8.88,5.064556
8.89,5.068182
8.90,5.071805
8.91,5.075424
8.92,5.079040
8.93,5.082651
8.94,5.086259
8.95,5.089862
8.96,5.093462
8.97,5.097058
8.98,5.100651
8.99,5.104239
9.00,5.107824
9.01,5.111404
9.02,5.114981
9.03,5.118554
9.04,5.122124
9.05,5.125689
9.06,5.129250
9.07,5.132808
9.08,5.136362
9.09,5.139911
9.10,5.143457
9.11,5.146999
9.12,5.150538
9.13,5.154072
9.14,5.157602
9.15,5.161129
9.16,5.164651
9.17,5.168170
9.18,5.171685
9.19,5.175196
9.20,5.178703
9.21,5.182206
9.22,5.185705
9.23,5.189200
9.24,5.192692
9.25,5.196179
9.26,5.199662
9.27,5.203142
9.28,5.206617
9.29,5.210089
9.30,5.213557
9.31,5.217020
9.32,5.220480
9.33,5.223936
9.34,5.227388
9.35,5.230836
9.36,5.234280
9.37,5.237720
9.38,5.241156
9.39,5.244588
9.40,5.248016
9.41,5.251440
9.42,5.254860
9.43,5.258276
9.44,5.261688
9.45,5.265096
9.46,5.268500
9.47,5.271900
9.48,5.275296
9.49,5.278688
9.50,5.282076
9.51,5.285460
9.52,5.288840
9.53,5.292216
9.54,5.295588
9.55,5.298956
9.56,5.302320
9.57,5.305680
9.58,5.309036
9.59,5.312388
9.60,5.315735
9.61,5.319079
9.62,5.322419
9.63,5.325754
9.64,5.329086
9.65,5.332413
9.66,5.335737
9.67,5.339056
9.68,5.342371
9.69,5.345682
9.70,5.348989
9.71,5.352292
9.72,5.355591
9.73,5.358886
9.74,5.362177
9.75,5.365463
9.76,5.368746
9.77,5.372024
9.78,5.375299
9.79,5.378569
9.80,5.381835
9.81,5.385097
9.82,5.388355
9.83,5.391609
9.84,5.394858
9.85,5.398104
9.86,5.401345
9.87,5.404582
9.88,5.407815
9.89,5.411044
9.90,5.414269
9.91,5.417490
